current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Software Engineer,Infobell IT,3.5,"Amazon Web Services (AWS), Amazon S3, Amazon EC2, Agile Development, React Hooks, Application Programming Interfaces (API), TypeScript, Testing Process, Software Development, REST APIs, User Interface Design, Web Applications, Webpack, Jest, Semantic HTML, Problem Solving, Communication, Interpersonal Skills, User Experience (UX), Search Engine Optimization (SEO), Design Patterns, Object Oriented Design, Wireless Routers, MERN Stack, AngularJS, Angular Material, Angular CLI, Mongoose ODM, Redux.js, Mean Stack, Microsoft Power Automate, Microsoft Power Apps, Programming, Angular, Representational State Transfer (REST), HTML5, Java, JavaScript Frameworks, React.js, C++, Bootstrap, Data Structures, JavaScript, MongoDB, Cascading Style Sheets (CSS), HTML, SQL, python, pandas, MySQL, Python, GitHub, git , Node.js, Hindi, English, Express.js, Front-end Development",Bachelor of Technology - BTech,"Bhilai Institute of Technology (BIT), Durg","Google Cloud Certified Associate Cloud Engineer, Modern JavaScript: ES6 Basics, Server-side Development with NodeJS, Express and MongoDB, Front-End Web Development with React, Front-End Web UI Frameworks and Tools: Bootstrap 4",Bengaluru,Karnataka,India,frontendFinal
Project Engineer,Wipro,3.4,"Angular, JavaScript, HTML5, jQuery, Hybris , Front-End Development, Engineering, C (Programming Language), Java, Python (Programming Language), HTML, Cascading Style Sheets (CSS)",Bachelor of Engineering - BE,Sri Sairam engineering college ,,Bengaluru,Karnataka,India,frontendFinal
Software Engineer,Acuver Consulting,2.8,"OMS, Supply Chain Management, Warehouse Management Systems, Java Development, Engineering, Cloud-Native Architecture, CLOUD ARCHITECTURE, Cloud Security, Cloud Applications, Software as a Service (SaaS), Platform as a Service (PAAS), Infrastructure as a Service (IaaS), Service-Level Agreements (SLA), Emerging Trends, Computer System Design, processor design, ISA, Agile & Waterfall Methodologies, Project Planning, Risk Management, Software Development Life Cycle (SDLC), Quality Management, Forensic Toolkit (FTK), Wireshark, Digital Imaging, Phishing, HTML5, Cascading Style Sheets (CSS), JavaScript, Core Java, C (Programming Language), Leadership, Management, Analytical Skills, Problem Solving, Search Engine Optimization (SEO), Business Consulting, Communication,  quick learning,  hardworking,   Basic computer skills",Bachelor of Technology - BTech,Kuppam Engineering College. Chittoor,"Cloud Computing, Frontend developer, Advanced Computer Architecture, Certified Software Project Manager (CSPM)",Chittoor,Andhra Pradesh,India,frontendFinal
Full-time Employee,Firstsource,4.2,"Framer Motion, Tailwind CSS, Full-Stack Development, MERN Stack, Node.js, Adaptive Design, Communication, HTML, Responsive Web Design, Front-End Development, GitHub, jQuery, Bootstrap (Framework), JavaScript, Cascading Style Sheets (CSS), React.js, HTML5, Problem Solving, Skilled Multi-tasker, Continuous Improvement",Bachelor's degree,"Bangalore University, Bengaluru",,Bengaluru,Karnataka,India,frontendFinal
Software engineer ||,upGrad,5.2,"Micro frontend, Nextjs, Tailwind CSS, Primeflex, JavaScript, TypeScript, Material-UI, Next.js, MERN Stack, React.js, Node.js, Python (Programming Language), Programming, C++, Solid Edge, HTML5, Cascading Style Sheets (CSS), CIM, Programming Languages, Express.js",Full Stack Devlopment,10X academy,,Bengaluru,Karnataka,India,frontendFinal
Senior Software Developer,CME Group,6.1,"Spring Boot, LLD, Multithreading, Redis, Vue.js, Google Cloud Platform (GCP), Amazon Web Services (AWS), MySQL, Core Java, JSON Web Token (JWT), Java, DSA, Spring Framework, Spring MVC, Hibernate, Product Development, Web Development, Cross-functional Team Leadership, Algorithms, Data Structures, Test Driven Development, Object-Oriented Programming (OOP), Python (Programming Language), NoSQL, SQL, Engineering, Research, Communication, golang, React.js, HTML, Cascading Style Sheets (CSS), MongoDB, Agile Methodologies, Linux, REST APIs, Go (Programming Language), Docker, JavaScript, Git, Databases",DSA and Backed Specialization,Scaler,,Bengaluru,Karnataka,India,frontendFinal
Software Engineer,KreupAI Technologies LLC,1.7,"React Native, Figma (Software), Ant Design, TypeScript, Git, Problem Solving, Communication, HTML5, SQL, Tailwind CSS, HTML, Cascading Style Sheets (CSS), JavaScript, MongoDB, Express.js, Node.js, Front-End Development, MERN Stack, Next.js, React.js",Master of Science - MS,St Joseph's University,,Bengaluru,Karnataka,India,frontendFinal
Frontend Developer,Holiday Inn Club Vacations,6.7,"Unit Testing, Debugging, Web Applications, Software, Generative AI, Model-View-Controller (MVC), JavaScript, React Js, Problem Solving, Data Structures, Agile Project Management, Agile Methodologies, Front-end Development, Event Planning, Event Management, Photography, Core Java, Python (Programming Language), HTML5, CSS3, C (Programming Language), C++, Jira, Git, Microsoft PowerPoint, Presentation Skills, Team Management, Teamwork, Leadership, Team Coordination, Programming Languages, English, Hindi, Urdu, ECMAScript, User Experience (UX), HTML, Cascading Style Sheets (CSS), Java, CSS, Redux.js, Material-UI, CSS Flexbox, Design Thinking, Sketching, Communication, Web Development, Teaching, Visual Studio, Algorithms, Object-Oriented Programming (OOP), Programming, API Development, React Hooks",Bachelor of Technology,GLA University,"React Hooks, Sketching for UX Designers, The Complete JavaScript Course 2021: From Zero to Expert., Java, Javascript, Problem Solving, Python, IBM Certified Application Developer - Watson V3 Certification",Bengaluru,Karnataka,India,frontendFinal
Frontend Developer,NatWest Group,0.6,"Web Development, User Experience Design (UED), Testing, Problem Solving, Node.js, Leadership, Teamwork, Responsive Web Design, Front-End Development, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, WebSDK, Bootstrap (Framework), React.js, Cascading Style Sheets (CSS), HTML, JavaScript, Python (Programming Language)",,,,Bengaluru,Karnataka,India,frontendFinal
Senior Software Developer,Accenture,8.0,"Git, User Interface Design, AngularJS, Angular, TypeScript, AJAX, GitHub, JSON, Web Development, HTML, SASS, JavaScript, HTML5, Cascading Style Sheets (CSS), Bootstrap, WordPress, HTML Emails, Semantic HTML, HTML Scripting, css3, jQuery, Responsive Web Design, Freelancing",Bachelor of Engineering - BE,"Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV), Bhopal",,Bengaluru,Karnataka,India,frontendFinal
Senior Frontend Developer,Mercedes-Benz Research and Development India,8.8,"TypeScript, Backstage, es6, saga, Git, Agile Methodologies, React.js, JavaScript, React Hooks, Redux.js, HTML, Cascading Style Sheets (CSS), jQuery",Bachelor of Engineering - BE,"Canara Engineering College, BANTWAL",,Bengaluru,Karnataka,India,frontendFinal
Software Engineer,Airbnb,8.8,"Front-End Development, JavaScript, Mean Stack, React.js, Web Development, Python, AngularJS, HTML5, Cascading Style Sheets (CSS), Adobe Photoshop, Node.js, MongoDB, Git, Svelte, Webpack, Figma (Software)",Bachelor of Technology (B.Tech.),Galgotias College of Engineering & Technology,"Data Science Methodology, Information Visualization: Programming with D3.js, Introduction to Data Science in Python, Python for Data Science, Advanced JavaScript Developer, Angular Web Developer, Front End Web Developer",Bengaluru,Karnataka,India,frontendFinal
Frontend Engineer,Tap Invest,2.0,"Artificial Intelligence (AI), HTML5, Redux.js, Tailwind CSS, Material-UI, Redux Thunk, React.js, Podcasting, HTML, Cascading Style Sheets (CSS), JavaScript",Bachelor's degree,Bangalore University,,Bengaluru,Karnataka,India,frontendFinal
Senior Analyst,Accenture,4.7,"Oral Communication, Industry standards, Design Specifications, Debugging, Communication, Business Applications, React.js, Node.js, JavaScript, Front-End Development, Cascading Style Sheets (CSS), HTML5",Bachelor of Engineering - BE,"Hitkarini College of Engineering and Technology, Hitkarini Hills Dumna Road, Rembhar P.O. Khamaria, Jabalpur-482005","Infosys Certified Node JS Professional, Infosys Certified React JS Professional, Infosys Certified Front End Web Developer",Bengaluru,Karnataka,India,frontendFinal
Frontend Developer,HDFC Bank,5.1,"HTML, Cascading Style Sheets (CSS), JavaScript, Optimizing Performance, Creativity Skills, Identifying New Opportunities, Technical Skillset, Computer Application Training, Dance Music, Data Analysis, Accounting, Financial Analysis, Account Management",Bachelor of computer application,SRM IST Chennai,,Bengaluru,Karnataka,India,frontendFinal
Technical Architect,Info Edge India Ltd,11.1,"Python (Programming Language), Next.js, Artificial Intelligence (AI), Small Team Management, Web Accessibility, Document Object Model (DOM), Data Pipelines, Backlog Management, Building Services, Team Management, TypeScript, Technical Leadership, Front-end Engineering, Cross-functional Team Leadership, Team Leadership, Communication, Mobile Applications, Design Patterns, Leadership, JavaScript Libraries, People Management, AngularJS, JavaScript, React.js, Software Development, Agile Methodologies, Web Applications, Web Services, Node.js, CSS, HTML5, HTML, XML, Cascading Style Sheets (CSS), jQuery, AJAX, JIRA, angular, No sql, React Native, Git, Front-end Development, SASS, Responsive Web Design, Redux.js, Webpack, Bootstrap, Computer Science, Web Development",Bachelor of Technology (B.Tech.),APJ Abdul Kalam Technological University,,Bengaluru,Karnataka,India,frontendFinal
Project Engineer,Wipro,1.4,"Spring Boot, Spring MVC, Spring Framework, Microservices, Testing Tools, Test Cases, Quality Assurance, Performance Testing, SASS, Figma (Software), User Interface Design, Appwrite, HTML5, Cascading Style Sheets (CSS), Tailwind CSS, Redux.js, Routers, Java Database Connectivity (JDBC), Linux, Organization Skills, Communication, Computer Science, SQL, Git, Collaborative, Versatility, Social Intelligence, Emotional Intelligence, Analytical Skills, React.js, Java, JavaScript, Adobe Illustrator, GitHub, Creativity Skills, Critical Thinking, Problem Solving, Creative Problem Solving, Rhetoric, Persuasion",Bachelor of Engineering - BE,CHANDIGARH UNIVERSITY,"Postman API Fundamentals Student Expert, NDG Linux Unhatched, Gitting Started: Step-by-Step Git and Github, Ethical Hacking, Data Manipulation in JavaScript, JavaScript Basics, Python Functions, Files, and Dictionaries, Critical Thinking and Problem Solving, Solving Business Problems, Thinking Creatively",Bengaluru,Karnataka,India,frontendFinal
Software Development Senior Analyst,Accenture,4.8,"Git, Agile Methodologies, Micro frontend, Angular Material, Front-End Development, Web Applications, RxJS, Version Control, HTML5, Cascading Style Sheets (CSS), Bootstrap, JavaScript, Angular, TypeScript, NgRx, JSON, AngularJS, Web Application Development, Web Development, Web Technologies, Responsive Web Design, Java, REST APIs, Spring Boot, SQL, PostgreSQL, Jenkins, Jira, Generative AI, Data Validation, Debugging, CSS Flexbox, Code Design, Interactive Web, Databases, Design Review, Algorithms, Troubleshooting, User Requirements, Communication, Programming, Design Patterns, Object Oriented Design, Problem Solving, Deployment Strategies, Code Review, Front-End Design, User Interface Design, Computer Science, English",Masters of Computer Applications,Vellore Institute of Technology,"GenAI for Everyone, Aditi Pandey",Bengaluru,Karnataka,India,frontendFinal
